,country,sector,value,timestamp,year,month,day
27676,US,Ground Transport,4.60562,1559491200,2019,6,3
27677,WORLD,Ground Transport,17.5248,1559491200,2019,6,3
27678,Brazil,Ground Transport,0.49911700000000003,1559577600,2019,6,4
27679,China,Ground Transport,2.5323,1559577600,2019,6,4
27680,EU27 & UK,Ground Transport,2.605,1559577600,2019,6,4
27681,France,Ground Transport,0.345879,1559577600,2019,6,4
27682,Germany,Ground Transport,0.446126,1559577600,2019,6,4
27683,India,Ground Transport,0.83516,1559577600,2019,6,4
27684,Italy,Ground Transport,0.266863,1559577600,2019,6,4
27685,Japan,Ground Transport,0.489834,1559577600,2019,6,4
27686,ROW,Ground Transport,5.53545,1559577600,2019,6,4
27687,Russia,Ground Transport,0.6731050000000001,1559577600,2019,6,4
27688,Spain,Ground Transport,0.25038,1559577600,2019,6,4
27689,UK,Ground Transport,0.33326,1559577600,2019,6,4
27690,US,Ground Transport,4.4964900000000005,1559577600,2019,6,4
27691,WORLD,Ground Transport,17.6665,1559577600,2019,6,4
27692,Brazil,Ground Transport,0.5008739999999999,1559664000,2019,6,5
27693,China,Ground Transport,2.53017,1559664000,2019,6,5
27694,EU27 & UK,Ground Transport,2.63105,1559664000,2019,6,5
27695,France,Ground Transport,0.344236,1559664000,2019,6,5
27696,Germany,Ground Transport,0.448139,1559664000,2019,6,5
27697,India,Ground Transport,0.7541800000000001,1559664000,2019,6,5
27698,Italy,Ground Transport,0.269271,1559664000,2019,6,5
27699,Japan,Ground Transport,0.49374399999999996,1559664000,2019,6,5
27700,ROW,Ground Transport,5.949990000000001,1559664000,2019,6,5
27701,Russia,Ground Transport,0.671299,1559664000,2019,6,5
27702,Spain,Ground Transport,0.264459,1559664000,2019,6,5
27703,UK,Ground Transport,0.330789,1559664000,2019,6,5
27704,US,Ground Transport,4.47834,1559664000,2019,6,5
27705,WORLD,Ground Transport,18.0097,1559664000,2019,6,5
27706,Brazil,Ground Transport,0.501186,1559750400,2019,6,6
27707,China,Ground Transport,2.5331200000000003,1559750400,2019,6,6
27708,EU27 & UK,Ground Transport,2.63184,1559750400,2019,6,6
27709,France,Ground Transport,0.346613,1559750400,2019,6,6
27710,Germany,Ground Transport,0.452457,1559750400,2019,6,6
27711,India,Ground Transport,0.8263440000000001,1559750400,2019,6,6
27712,Italy,Ground Transport,0.270633,1559750400,2019,6,6
27713,Japan,Ground Transport,0.497037,1559750400,2019,6,6
27714,ROW,Ground Transport,5.900580000000001,1559750400,2019,6,6
27715,Russia,Ground Transport,0.672895,1559750400,2019,6,6
27716,Spain,Ground Transport,0.266759,1559750400,2019,6,6
27717,UK,Ground Transport,0.332097,1559750400,2019,6,6
27718,US,Ground Transport,4.724819999999999,1559750400,2019,6,6
27719,WORLD,Ground Transport,18.2878,1559750400,2019,6,6
27720,Brazil,Ground Transport,0.449291,1559836800,2019,6,7
27721,China,Ground Transport,2.57118,1559836800,2019,6,7
27722,EU27 & UK,Ground Transport,2.5301099999999996,1559836800,2019,6,7
27723,France,Ground Transport,0.339806,1559836800,2019,6,7
27724,Germany,Ground Transport,0.42681199999999997,1559836800,2019,6,7
27725,India,Ground Transport,0.8215309999999999,1559836800,2019,6,7
27726,Italy,Ground Transport,0.265315,1559836800,2019,6,7
27727,Japan,Ground Transport,0.503183,1559836800,2019,6,7
27728,ROW,Ground Transport,5.32142,1559836800,2019,6,7
27729,Russia,Ground Transport,0.672798,1559836800,2019,6,7
27730,Spain,Ground Transport,0.262845,1559836800,2019,6,7
27731,UK,Ground Transport,0.302827,1559836800,2019,6,7
27732,US,Ground Transport,5.0014,1559836800,2019,6,7
27733,WORLD,Ground Transport,17.8709,1559836800,2019,6,7
27734,Brazil,Ground Transport,0.472046,1559923200,2019,6,8
27735,China,Ground Transport,2.50217,1559923200,2019,6,8
27736,EU27 & UK,Ground Transport,2.16335,1559923200,2019,6,8
27737,France,Ground Transport,0.288236,1559923200,2019,6,8
27738,Germany,Ground Transport,0.382833,1559923200,2019,6,8
27739,India,Ground Transport,0.82132,1559923200,2019,6,8
27740,Italy,Ground Transport,0.238213,1559923200,2019,6,8
27741,Japan,Ground Transport,0.489328,1559923200,2019,6,8
27742,ROW,Ground Transport,5.52212,1559923200,2019,6,8
27743,Russia,Ground Transport,0.593206,1559923200,2019,6,8
27744,Spain,Ground Transport,0.177501,1559923200,2019,6,8
27745,UK,Ground Transport,0.295543,1559923200,2019,6,8
27746,US,Ground Transport,4.7118199999999995,1559923200,2019,6,8
27747,WORLD,Ground Transport,17.2754,1559923200,2019,6,8
27748,Brazil,Ground Transport,0.385993,1560009600,2019,6,9
27749,China,Ground Transport,2.4388400000000003,1560009600,2019,6,9
27750,EU27 & UK,Ground Transport,1.86742,1560009600,2019,6,9
27751,France,Ground Transport,0.266915,1560009600,2019,6,9
27752,Germany,Ground Transport,0.34002,1560009600,2019,6,9
27753,India,Ground Transport,0.741975,1560009600,2019,6,9
27754,Italy,Ground Transport,0.198652,1560009600,2019,6,9
27755,Japan,Ground Transport,0.452953,1560009600,2019,6,9
27756,ROW,Ground Transport,4.69468,1560009600,2019,6,9
27757,Russia,Ground Transport,0.486295,1560009600,2019,6,9
27758,Spain,Ground Transport,0.127583,1560009600,2019,6,9
27759,UK,Ground Transport,0.256536,1560009600,2019,6,9
27760,US,Ground Transport,4.32123,1560009600,2019,6,9
27761,WORLD,Ground Transport,15.3894,1560009600,2019,6,9
27762,Brazil,Ground Transport,0.493101,1560096000,2019,6,10
27763,China,Ground Transport,2.52561,1560096000,2019,6,10
27764,EU27 & UK,Ground Transport,2.3515200000000003,1560096000,2019,6,10
27765,France,Ground Transport,0.30077800000000005,1560096000,2019,6,10
27766,Germany,Ground Transport,0.42981400000000003,1560096000,2019,6,10
27767,India,Ground Transport,0.8313719999999999,1560096000,2019,6,10
27768,Italy,Ground Transport,0.221696,1560096000,2019,6,10
27769,Japan,Ground Transport,0.49095,1560096000,2019,6,10
27770,ROW,Ground Transport,5.56067,1560096000,2019,6,10
27771,Russia,Ground Transport,0.665941,1560096000,2019,6,10
27772,Spain,Ground Transport,0.26355500000000004,1560096000,2019,6,10
27773,UK,Ground Transport,0.288734,1560096000,2019,6,10
27774,US,Ground Transport,4.49953,1560096000,2019,6,10
27775,WORLD,Ground Transport,17.4187,1560096000,2019,6,10
27776,Brazil,Ground Transport,0.49911700000000003,1560182400,2019,6,11
27777,China,Ground Transport,2.5323,1560182400,2019,6,11
27778,EU27 & UK,Ground Transport,2.605,1560182400,2019,6,11
27779,France,Ground Transport,0.345879,1560182400,2019,6,11
27780,Germany,Ground Transport,0.446126,1560182400,2019,6,11
27781,India,Ground Transport,0.83516,1560182400,2019,6,11
27782,Italy,Ground Transport,0.266863,1560182400,2019,6,11
27783,Japan,Ground Transport,0.489834,1560182400,2019,6,11
27784,ROW,Ground Transport,5.53545,1560182400,2019,6,11
27785,Russia,Ground Transport,0.6731050000000001,1560182400,2019,6,11
27786,Spain,Ground Transport,0.25038,1560182400,2019,6,11
27787,UK,Ground Transport,0.33326,1560182400,2019,6,11
27788,US,Ground Transport,4.49568,1560182400,2019,6,11
27789,WORLD,Ground Transport,17.6657,1560182400,2019,6,11
27790,Brazil,Ground Transport,0.5008739999999999,1560268800,2019,6,12
27791,China,Ground Transport,2.53017,1560268800,2019,6,12
27792,EU27 & UK,Ground Transport,2.63105,1560268800,2019,6,12
27793,France,Ground Transport,0.344236,1560268800,2019,6,12
27794,Germany,Ground Transport,0.448139,1560268800,2019,6,12
27795,India,Ground Transport,0.7541800000000001,1560268800,2019,6,12
27796,Italy,Ground Transport,0.269271,1560268800,2019,6,12
27797,Japan,Ground Transport,0.49374399999999996,1560268800,2019,6,12
27798,ROW,Ground Transport,5.949990000000001,1560268800,2019,6,12
27799,Russia,Ground Transport,0.671299,1560268800,2019,6,12
27800,Spain,Ground Transport,0.264459,1560268800,2019,6,12
27801,UK,Ground Transport,0.330789,1560268800,2019,6,12
27802,US,Ground Transport,4.56271,1560268800,2019,6,12
27803,WORLD,Ground Transport,18.094,1560268800,2019,6,12
27804,Brazil,Ground Transport,0.501186,1560355200,2019,6,13
27805,China,Ground Transport,2.5331200000000003,1560355200,2019,6,13
27806,EU27 & UK,Ground Transport,2.63184,1560355200,2019,6,13
27807,France,Ground Transport,0.346613,1560355200,2019,6,13
27808,Germany,Ground Transport,0.452457,1560355200,2019,6,13
27809,India,Ground Transport,0.8263440000000001,1560355200,2019,6,13
27810,Italy,Ground Transport,0.270633,1560355200,2019,6,13
27811,Japan,Ground Transport,0.497037,1560355200,2019,6,13
27812,ROW,Ground Transport,5.900580000000001,1560355200,2019,6,13
27813,Russia,Ground Transport,0.672895,1560355200,2019,6,13
27814,Spain,Ground Transport,0.266759,1560355200,2019,6,13
27815,UK,Ground Transport,0.332097,1560355200,2019,6,13
27816,US,Ground Transport,4.6415,1560355200,2019,6,13
27817,WORLD,Ground Transport,18.2045,1560355200,2019,6,13
27818,Brazil,Ground Transport,0.449291,1560441600,2019,6,14
27819,China,Ground Transport,2.57118,1560441600,2019,6,14
27820,EU27 & UK,Ground Transport,2.5301099999999996,1560441600,2019,6,14
27821,France,Ground Transport,0.339806,1560441600,2019,6,14
27822,Germany,Ground Transport,0.42681199999999997,1560441600,2019,6,14
27823,India,Ground Transport,0.8215309999999999,1560441600,2019,6,14
27824,Italy,Ground Transport,0.265315,1560441600,2019,6,14
27825,Japan,Ground Transport,0.503183,1560441600,2019,6,14
27826,ROW,Ground Transport,5.32142,1560441600,2019,6,14
27827,Russia,Ground Transport,0.672798,1560441600,2019,6,14
27828,Spain,Ground Transport,0.262845,1560441600,2019,6,14
27829,UK,Ground Transport,0.302827,1560441600,2019,6,14
27830,US,Ground Transport,4.96863,1560441600,2019,6,14
27831,WORLD,Ground Transport,17.8381,1560441600,2019,6,14
27832,Brazil,Ground Transport,0.472046,1560528000,2019,6,15
27833,China,Ground Transport,2.50217,1560528000,2019,6,15
27834,EU27 & UK,Ground Transport,2.16335,1560528000,2019,6,15
27835,France,Ground Transport,0.288236,1560528000,2019,6,15
27836,Germany,Ground Transport,0.382833,1560528000,2019,6,15
27837,India,Ground Transport,0.82132,1560528000,2019,6,15
27838,Italy,Ground Transport,0.238213,1560528000,2019,6,15
27839,Japan,Ground Transport,0.489328,1560528000,2019,6,15
27840,ROW,Ground Transport,5.52212,1560528000,2019,6,15
27841,Russia,Ground Transport,0.593206,1560528000,2019,6,15
27842,Spain,Ground Transport,0.177501,1560528000,2019,6,15
27843,UK,Ground Transport,0.295543,1560528000,2019,6,15
27844,US,Ground Transport,4.705030000000001,1560528000,2019,6,15
27845,WORLD,Ground Transport,17.2686,1560528000,2019,6,15
27846,Brazil,Ground Transport,0.385993,1560614400,2019,6,16
27847,China,Ground Transport,2.4388400000000003,1560614400,2019,6,16
27848,EU27 & UK,Ground Transport,1.86742,1560614400,2019,6,16
27849,France,Ground Transport,0.266915,1560614400,2019,6,16
27850,Germany,Ground Transport,0.34002,1560614400,2019,6,16
27851,India,Ground Transport,0.741975,1560614400,2019,6,16
27852,Italy,Ground Transport,0.198652,1560614400,2019,6,16
27853,Japan,Ground Transport,0.452953,1560614400,2019,6,16
27854,ROW,Ground Transport,4.69468,1560614400,2019,6,16
27855,Russia,Ground Transport,0.486295,1560614400,2019,6,16
27856,Spain,Ground Transport,0.127583,1560614400,2019,6,16
27857,UK,Ground Transport,0.256536,1560614400,2019,6,16
27858,US,Ground Transport,4.27211,1560614400,2019,6,16
27859,WORLD,Ground Transport,15.3403,1560614400,2019,6,16
27860,Brazil,Ground Transport,0.493101,1560700800,2019,6,17
27861,China,Ground Transport,2.52561,1560700800,2019,6,17
27862,EU27 & UK,Ground Transport,2.3515200000000003,1560700800,2019,6,17
27863,France,Ground Transport,0.30077800000000005,1560700800,2019,6,17
27864,Germany,Ground Transport,0.42981400000000003,1560700800,2019,6,17
27865,India,Ground Transport,0.8313719999999999,1560700800,2019,6,17
27866,Italy,Ground Transport,0.221696,1560700800,2019,6,17
27867,Japan,Ground Transport,0.49095,1560700800,2019,6,17
27868,ROW,Ground Transport,5.56067,1560700800,2019,6,17
27869,Russia,Ground Transport,0.665941,1560700800,2019,6,17
27870,Spain,Ground Transport,0.26355500000000004,1560700800,2019,6,17
27871,UK,Ground Transport,0.288734,1560700800,2019,6,17
27872,US,Ground Transport,4.46485,1560700800,2019,6,17
27873,WORLD,Ground Transport,17.384,1560700800,2019,6,17
27874,Brazil,Ground Transport,0.49911700000000003,1560787200,2019,6,18
27875,China,Ground Transport,2.5323,1560787200,2019,6,18
27876,EU27 & UK,Ground Transport,2.605,1560787200,2019,6,18
27877,France,Ground Transport,0.345879,1560787200,2019,6,18
27878,Germany,Ground Transport,0.446126,1560787200,2019,6,18
27879,India,Ground Transport,0.83516,1560787200,2019,6,18
27880,Italy,Ground Transport,0.266863,1560787200,2019,6,18
27881,Japan,Ground Transport,0.489834,1560787200,2019,6,18
27882,ROW,Ground Transport,5.53545,1560787200,2019,6,18
27883,Russia,Ground Transport,0.6731050000000001,1560787200,2019,6,18
27884,Spain,Ground Transport,0.25038,1560787200,2019,6,18
27885,UK,Ground Transport,0.33326,1560787200,2019,6,18
27886,US,Ground Transport,4.44014,1560787200,2019,6,18
27887,WORLD,Ground Transport,17.6101,1560787200,2019,6,18
27888,Brazil,Ground Transport,0.5008739999999999,1560873600,2019,6,19
27889,China,Ground Transport,2.53017,1560873600,2019,6,19
27890,EU27 & UK,Ground Transport,2.63105,1560873600,2019,6,19
27891,France,Ground Transport,0.344236,1560873600,2019,6,19
27892,Germany,Ground Transport,0.448139,1560873600,2019,6,19
27893,India,Ground Transport,0.7541800000000001,1560873600,2019,6,19
27894,Italy,Ground Transport,0.269271,1560873600,2019,6,19
27895,Japan,Ground Transport,0.49374399999999996,1560873600,2019,6,19
27896,ROW,Ground Transport,5.949990000000001,1560873600,2019,6,19
27897,Russia,Ground Transport,0.671299,1560873600,2019,6,19
27898,Spain,Ground Transport,0.264459,1560873600,2019,6,19
27899,UK,Ground Transport,0.330789,1560873600,2019,6,19
27900,US,Ground Transport,4.49034,1560873600,2019,6,19
27901,WORLD,Ground Transport,18.0217,1560873600,2019,6,19
27902,Brazil,Ground Transport,0.501186,1560960000,2019,6,20
27903,China,Ground Transport,2.5331200000000003,1560960000,2019,6,20
27904,EU27 & UK,Ground Transport,2.63184,1560960000,2019,6,20
27905,France,Ground Transport,0.346613,1560960000,2019,6,20
27906,Germany,Ground Transport,0.452457,1560960000,2019,6,20
27907,India,Ground Transport,0.8263440000000001,1560960000,2019,6,20
27908,Italy,Ground Transport,0.270633,1560960000,2019,6,20
27909,Japan,Ground Transport,0.497037,1560960000,2019,6,20
27910,ROW,Ground Transport,5.900580000000001,1560960000,2019,6,20
27911,Russia,Ground Transport,0.672895,1560960000,2019,6,20
27912,Spain,Ground Transport,0.266759,1560960000,2019,6,20
27913,UK,Ground Transport,0.332097,1560960000,2019,6,20
27914,US,Ground Transport,4.54001,1560960000,2019,6,20
27915,WORLD,Ground Transport,18.102999999999998,1560960000,2019,6,20
27916,Brazil,Ground Transport,0.449291,1561046400,2019,6,21
27917,China,Ground Transport,2.57118,1561046400,2019,6,21
27918,EU27 & UK,Ground Transport,2.5301099999999996,1561046400,2019,6,21
27919,France,Ground Transport,0.339806,1561046400,2019,6,21
27920,Germany,Ground Transport,0.42681199999999997,1561046400,2019,6,21
27921,India,Ground Transport,0.8215309999999999,1561046400,2019,6,21
27922,Italy,Ground Transport,0.265315,1561046400,2019,6,21
27923,Japan,Ground Transport,0.503183,1561046400,2019,6,21
27924,ROW,Ground Transport,5.32142,1561046400,2019,6,21
27925,Russia,Ground Transport,0.672798,1561046400,2019,6,21
27926,Spain,Ground Transport,0.262845,1561046400,2019,6,21
27927,UK,Ground Transport,0.302827,1561046400,2019,6,21
27928,US,Ground Transport,4.806030000000001,1561046400,2019,6,21
27929,WORLD,Ground Transport,17.6755,1561046400,2019,6,21
27930,Brazil,Ground Transport,0.472046,1561132800,2019,6,22
27931,China,Ground Transport,2.50217,1561132800,2019,6,22
27932,EU27 & UK,Ground Transport,2.16335,1561132800,2019,6,22
27933,France,Ground Transport,0.288236,1561132800,2019,6,22
27934,Germany,Ground Transport,0.382833,1561132800,2019,6,22
27935,India,Ground Transport,0.82132,1561132800,2019,6,22
27936,Italy,Ground Transport,0.238213,1561132800,2019,6,22
27937,Japan,Ground Transport,0.489328,1561132800,2019,6,22
27938,ROW,Ground Transport,5.52212,1561132800,2019,6,22
27939,Russia,Ground Transport,0.593206,1561132800,2019,6,22
27940,Spain,Ground Transport,0.177501,1561132800,2019,6,22
27941,UK,Ground Transport,0.295543,1561132800,2019,6,22
27942,US,Ground Transport,4.63713,1561132800,2019,6,22
27943,WORLD,Ground Transport,17.2007,1561132800,2019,6,22
27944,Brazil,Ground Transport,0.385993,1561219200,2019,6,23
27945,China,Ground Transport,2.4388400000000003,1561219200,2019,6,23
27946,EU27 & UK,Ground Transport,1.86742,1561219200,2019,6,23
27947,France,Ground Transport,0.266915,1561219200,2019,6,23
27948,Germany,Ground Transport,0.34002,1561219200,2019,6,23
27949,India,Ground Transport,0.741975,1561219200,2019,6,23
27950,Italy,Ground Transport,0.198652,1561219200,2019,6,23
27951,Japan,Ground Transport,0.452953,1561219200,2019,6,23
27952,ROW,Ground Transport,4.69468,1561219200,2019,6,23
27953,Russia,Ground Transport,0.486295,1561219200,2019,6,23
27954,Spain,Ground Transport,0.127583,1561219200,2019,6,23
27955,UK,Ground Transport,0.256536,1561219200,2019,6,23
27956,US,Ground Transport,4.37602,1561219200,2019,6,23
27957,WORLD,Ground Transport,15.4442,1561219200,2019,6,23
27958,Brazil,Ground Transport,0.493101,1561305600,2019,6,24
27959,China,Ground Transport,2.52561,1561305600,2019,6,24
27960,EU27 & UK,Ground Transport,2.3515200000000003,1561305600,2019,6,24
27961,France,Ground Transport,0.30077800000000005,1561305600,2019,6,24
27962,Germany,Ground Transport,0.42981400000000003,1561305600,2019,6,24
27963,India,Ground Transport,0.8313719999999999,1561305600,2019,6,24
27964,Italy,Ground Transport,0.221696,1561305600,2019,6,24
27965,Japan,Ground Transport,0.49095,1561305600,2019,6,24
27966,ROW,Ground Transport,5.56067,1561305600,2019,6,24
27967,Russia,Ground Transport,0.665941,1561305600,2019,6,24
27968,Spain,Ground Transport,0.26355500000000004,1561305600,2019,6,24
27969,UK,Ground Transport,0.288734,1561305600,2019,6,24
27970,US,Ground Transport,4.55241,1561305600,2019,6,24
27971,WORLD,Ground Transport,17.4716,1561305600,2019,6,24
27972,Brazil,Ground Transport,0.49911700000000003,1561392000,2019,6,25
27973,China,Ground Transport,2.5323,1561392000,2019,6,25
27974,EU27 & UK,Ground Transport,2.605,1561392000,2019,6,25
27975,France,Ground Transport,0.345879,1561392000,2019,6,25
27976,Germany,Ground Transport,0.446126,1561392000,2019,6,25
27977,India,Ground Transport,0.83516,1561392000,2019,6,25
27978,Italy,Ground Transport,0.266863,1561392000,2019,6,25
27979,Japan,Ground Transport,0.489834,1561392000,2019,6,25
27980,ROW,Ground Transport,5.53545,1561392000,2019,6,25
27981,Russia,Ground Transport,0.6731050000000001,1561392000,2019,6,25
27982,Spain,Ground Transport,0.25038,1561392000,2019,6,25
27983,UK,Ground Transport,0.33326,1561392000,2019,6,25
27984,US,Ground Transport,4.5587,1561392000,2019,6,25
27985,WORLD,Ground Transport,17.7287,1561392000,2019,6,25
27986,Brazil,Ground Transport,0.5008739999999999,1561478400,2019,6,26
27987,China,Ground Transport,2.53017,1561478400,2019,6,26
27988,EU27 & UK,Ground Transport,2.63105,1561478400,2019,6,26
27989,France,Ground Transport,0.344236,1561478400,2019,6,26
27990,Germany,Ground Transport,0.448139,1561478400,2019,6,26
27991,India,Ground Transport,0.7541800000000001,1561478400,2019,6,26
27992,Italy,Ground Transport,0.269271,1561478400,2019,6,26
27993,Japan,Ground Transport,0.49374399999999996,1561478400,2019,6,26
27994,ROW,Ground Transport,5.949990000000001,1561478400,2019,6,26
27995,Russia,Ground Transport,0.671299,1561478400,2019,6,26
27996,Spain,Ground Transport,0.264459,1561478400,2019,6,26
27997,UK,Ground Transport,0.330789,1561478400,2019,6,26
27998,US,Ground Transport,4.6084,1561478400,2019,6,26
27999,WORLD,Ground Transport,18.1397,1561478400,2019,6,26
28000,Brazil,Ground Transport,0.501186,1561564800,2019,6,27
28001,China,Ground Transport,2.5331200000000003,1561564800,2019,6,27
28002,EU27 & UK,Ground Transport,2.63184,1561564800,2019,6,27
28003,France,Ground Transport,0.346613,1561564800,2019,6,27
28004,Germany,Ground Transport,0.452457,1561564800,2019,6,27
28005,India,Ground Transport,0.8263440000000001,1561564800,2019,6,27
28006,Italy,Ground Transport,0.270633,1561564800,2019,6,27
28007,Japan,Ground Transport,0.497037,1561564800,2019,6,27
28008,ROW,Ground Transport,5.900580000000001,1561564800,2019,6,27
28009,Russia,Ground Transport,0.672895,1561564800,2019,6,27
28010,Spain,Ground Transport,0.266759,1561564800,2019,6,27
28011,UK,Ground Transport,0.332097,1561564800,2019,6,27
28012,US,Ground Transport,4.71431,1561564800,2019,6,27
28013,WORLD,Ground Transport,18.2773,1561564800,2019,6,27
28014,Brazil,Ground Transport,0.449291,1561651200,2019,6,28
28015,China,Ground Transport,2.57118,1561651200,2019,6,28
28016,EU27 & UK,Ground Transport,2.5301099999999996,1561651200,2019,6,28
28017,France,Ground Transport,0.339806,1561651200,2019,6,28
28018,Germany,Ground Transport,0.42681199999999997,1561651200,2019,6,28
28019,India,Ground Transport,0.8215309999999999,1561651200,2019,6,28
28020,Italy,Ground Transport,0.265315,1561651200,2019,6,28
28021,Japan,Ground Transport,0.503183,1561651200,2019,6,28
28022,ROW,Ground Transport,5.32142,1561651200,2019,6,28
28023,Russia,Ground Transport,0.672798,1561651200,2019,6,28
28024,Spain,Ground Transport,0.262845,1561651200,2019,6,28
28025,UK,Ground Transport,0.302827,1561651200,2019,6,28
28026,US,Ground Transport,4.92565,1561651200,2019,6,28
28027,WORLD,Ground Transport,17.7952,1561651200,2019,6,28
28028,Brazil,Ground Transport,0.472046,1561737600,2019,6,29
28029,China,Ground Transport,2.50217,1561737600,2019,6,29
28030,EU27 & UK,Ground Transport,2.16335,1561737600,2019,6,29
28031,France,Ground Transport,0.288236,1561737600,2019,6,29
28032,Germany,Ground Transport,0.382833,1561737600,2019,6,29
28033,India,Ground Transport,0.82132,1561737600,2019,6,29
28034,Italy,Ground Transport,0.238213,1561737600,2019,6,29
28035,Japan,Ground Transport,0.489328,1561737600,2019,6,29
28036,ROW,Ground Transport,5.52212,1561737600,2019,6,29
28037,Russia,Ground Transport,0.593206,1561737600,2019,6,29
28038,Spain,Ground Transport,0.177501,1561737600,2019,6,29
28039,UK,Ground Transport,0.295543,1561737600,2019,6,29
28040,US,Ground Transport,4.7503,1561737600,2019,6,29
28041,WORLD,Ground Transport,17.3138,1561737600,2019,6,29
28042,Brazil,Ground Transport,0.385993,1561824000,2019,6,30
28043,China,Ground Transport,2.4388400000000003,1561824000,2019,6,30
28044,EU27 & UK,Ground Transport,1.86742,1561824000,2019,6,30
28045,France,Ground Transport,0.266915,1561824000,2019,6,30
28046,Germany,Ground Transport,0.34002,1561824000,2019,6,30
28047,India,Ground Transport,0.741975,1561824000,2019,6,30
28048,Italy,Ground Transport,0.198652,1561824000,2019,6,30
28049,Japan,Ground Transport,0.452953,1561824000,2019,6,30
28050,ROW,Ground Transport,4.69468,1561824000,2019,6,30
28051,Russia,Ground Transport,0.486295,1561824000,2019,6,30
28052,Spain,Ground Transport,0.127583,1561824000,2019,6,30
28053,UK,Ground Transport,0.256536,1561824000,2019,6,30
28054,US,Ground Transport,4.42703,1561824000,2019,6,30
28055,WORLD,Ground Transport,15.4952,1561824000,2019,6,30
28056,Brazil,Ground Transport,0.493101,1561910400,2019,7,1
28057,China,Ground Transport,2.52561,1561910400,2019,7,1
28058,EU27 & UK,Ground Transport,2.3515200000000003,1561910400,2019,7,1
28059,France,Ground Transport,0.30077800000000005,1561910400,2019,7,1
28060,Germany,Ground Transport,0.42981400000000003,1561910400,2019,7,1
28061,India,Ground Transport,0.8313719999999999,1561910400,2019,7,1
28062,Italy,Ground Transport,0.221696,1561910400,2019,7,1
28063,Japan,Ground Transport,0.49095,1561910400,2019,7,1
28064,ROW,Ground Transport,5.56067,1561910400,2019,7,1
28065,Russia,Ground Transport,0.665941,1561910400,2019,7,1
28066,Spain,Ground Transport,0.26355500000000004,1561910400,2019,7,1
28067,UK,Ground Transport,0.288734,1561910400,2019,7,1
28068,US,Ground Transport,4.49592,1561910400,2019,7,1
28069,WORLD,Ground Transport,17.4151,1561910400,2019,7,1
28070,Brazil,Ground Transport,0.49911700000000003,1561996800,2019,7,2
28071,China,Ground Transport,2.5323,1561996800,2019,7,2
28072,EU27 & UK,Ground Transport,2.61053,1561996800,2019,7,2
28073,France,Ground Transport,0.345879,1561996800,2019,7,2
28074,Germany,Ground Transport,0.446216,1561996800,2019,7,2
28075,India,Ground Transport,0.83516,1561996800,2019,7,2
28076,Italy,Ground Transport,0.267017,1561996800,2019,7,2
28077,Japan,Ground Transport,0.490953,1561996800,2019,7,2
28078,ROW,Ground Transport,5.54001,1561996800,2019,7,2
28079,Russia,Ground Transport,0.6731050000000001,1561996800,2019,7,2
28080,Spain,Ground Transport,0.253927,1561996800,2019,7,2
28081,UK,Ground Transport,0.333475,1561996800,2019,7,2
28082,US,Ground Transport,4.50816,1561996800,2019,7,2
28083,WORLD,Ground Transport,17.6893,1561996800,2019,7,2
28084,Brazil,Ground Transport,0.5008739999999999,1562083200,2019,7,3
28085,China,Ground Transport,2.53017,1562083200,2019,7,3
28086,EU27 & UK,Ground Transport,2.63105,1562083200,2019,7,3
28087,France,Ground Transport,0.344236,1562083200,2019,7,3
28088,Germany,Ground Transport,0.448139,1562083200,2019,7,3
28089,India,Ground Transport,0.7541800000000001,1562083200,2019,7,3
28090,Italy,Ground Transport,0.269271,1562083200,2019,7,3
28091,Japan,Ground Transport,0.49374399999999996,1562083200,2019,7,3
28092,ROW,Ground Transport,5.949990000000001,1562083200,2019,7,3
28093,Russia,Ground Transport,0.671299,1562083200,2019,7,3
28094,Spain,Ground Transport,0.264459,1562083200,2019,7,3
28095,UK,Ground Transport,0.330789,1562083200,2019,7,3
28096,US,Ground Transport,4.57314,1562083200,2019,7,3
28097,WORLD,Ground Transport,18.1045,1562083200,2019,7,3
28098,Brazil,Ground Transport,0.501186,1562169600,2019,7,4
28099,China,Ground Transport,2.5331200000000003,1562169600,2019,7,4
28100,EU27 & UK,Ground Transport,2.63184,1562169600,2019,7,4
28101,France,Ground Transport,0.346613,1562169600,2019,7,4
28102,Germany,Ground Transport,0.452457,1562169600,2019,7,4
28103,India,Ground Transport,0.8263440000000001,1562169600,2019,7,4
28104,Italy,Ground Transport,0.270633,1562169600,2019,7,4
28105,Japan,Ground Transport,0.497037,1562169600,2019,7,4
28106,ROW,Ground Transport,5.900580000000001,1562169600,2019,7,4
28107,Russia,Ground Transport,0.672895,1562169600,2019,7,4
28108,Spain,Ground Transport,0.266759,1562169600,2019,7,4
28109,UK,Ground Transport,0.332097,1562169600,2019,7,4
28110,US,Ground Transport,4.2415400000000005,1562169600,2019,7,4
28111,WORLD,Ground Transport,17.8045,1562169600,2019,7,4
28112,Brazil,Ground Transport,0.449291,1562256000,2019,7,5
28113,China,Ground Transport,2.57118,1562256000,2019,7,5
28114,EU27 & UK,Ground Transport,2.5301099999999996,1562256000,2019,7,5
28115,France,Ground Transport,0.339806,1562256000,2019,7,5
28116,Germany,Ground Transport,0.42681199999999997,1562256000,2019,7,5
28117,India,Ground Transport,0.8215309999999999,1562256000,2019,7,5
